UserId	CheckinTime	VenueId	VenueType	X	Y
146	2019-07-01T07:20:00	290	Workplace	2691.916259197048	3502.4660688022386
161	2019-07-01T07:20:00	295	Workplace	1385.9094651757312	3610.2675923037073
193	2019-07-01T07:20:00	366	Workplace	3461.98799303714	4385.758722190481
202	2019-07-01T07:20:00	449	Workplace	-4529.027901264648	4823.0957841501695
82	2019-07-01T07:25:00	220	Workplace	848.6976868988515	7047.005434212317
122	2019-07-01T07:25:00	294	Workplace	907.1010653922946	3216.0868137127204
128	2019-07-01T07:25:00	294	Workplace	907.1010653922946	3216.0868137127204
169	2019-07-01T07:25:00	367	Workplace	2977.953551931476	4338.805148711671
176	2019-07-01T07:25:00	74	Restaurant	2929.449266074544	2650.1275685260744
181	2019-07-01T07:25:00	374	Restaurant	3457.9857195275254	4293.203806306731
184	2019-07-01T07:25:00	219	Workplace	-1031.627439391676	6538.113836495112
205	2019-07-01T07:25:00	450	Workplace	-2313.3087581926916	6241.343753681172
24	2019-07-01T07:30:00	70	Workplace	652.9253786302518	2378.3838733500443
35	2019-07-01T07:30:00	69	Workplace	-1873.3813601495451	2770.6613660315566
50	2019-07-01T07:30:00	370	Workplace	2622.5915867322346	3852.5671697831785
71	2019-07-01T07:30:00	371	Workplace	2853.486221000999	3910.038774067974
76	2019-07-01T07:30:00	140	Workplace	6991.304228680157	-540.2139129134823
112	2019-07-01T07:30:00	224	Restaurant	72.06290852190406	5235.805434177497
118	2019-07-01T07:30:00	222	Workplace	-1151.1813243627453	5632.5318379441715
148	2019-07-01T07:30:00	288	Workplace	1408.7501870090312	4724.500364998434
157	2019-07-01T07:30:00	292	Workplace	1725.3466287541382	2816.582397208959
162	2019-07-01T07:30:00	296	Workplace	3858.1641561258184	3363.2593022513315
193	2019-07-01T07:30:00	374	Restaurant	3457.9857195275254	4293.203806306731
44	2019-07-01T07:35:00	149	Restaurant	3214.831164254914	1854.2532487275216
79	2019-07-01T07:35:00	139	Workplace	6872.16923283671	781.8060083649307
90	2019-07-01T07:35:00	213	Workplace	-1147.8751445611601	5559.75798697999
120	2019-07-01T07:35:00	220	Workplace	848.6976868988515	7047.005434212317
130	2019-07-01T07:35:00	290	Workplace	2691.916259197048	3502.4660688022386
135	2019-07-01T07:35:00	288	Workplace	1408.7501870090312	4724.500364998434
165	2019-07-01T07:35:00	363	Workplace	3453.9102899939753	4727.942052047295
168	2019-07-01T07:35:00	372	Workplace	3320.6759413502496	6926.734364138467
220	2019-07-01T07:35:00	444	Workplace	-4320.689320494152	6176.165022804336
230	2019-07-01T07:35:00	456	Restaurant	-4521.189679594014	4847.099060257379
232	2019-07-01T07:35:00	456	Restaurant	-4521.189679594014	4847.099060257379
29	2019-07-01T07:40:00	224	Restaurant	72.06290852190406	5235.805434177497
70	2019-07-01T07:40:00	298	Pub	4171.157508848106	2832.550929200438
85	2019-07-01T07:40:00	220	Workplace	848.6976868988515	7047.005434212317
88	2019-07-01T07:40:00	214	Workplace	802.8880287658833	7047.005434212317
91	2019-07-01T07:40:00	222	Workplace	-1151.1813243627453	5632.5318379441715
115	2019-07-01T07:40:00	456	Restaurant	-4521.189679594014	4847.099060257379
137	2019-07-01T07:40:00	294	Workplace	907.1010653922946	3216.0868137127204
138	2019-07-01T07:40:00	74	Restaurant	2929.449266074544	2650.1275685260744
140	2019-07-01T07:40:00	297	Workplace	3653.7101235604805	3154.4204722887307
158	2019-07-01T07:40:00	369	Workplace	3474.9190074730177	4674.636789954657
196	2019-07-01T07:40:00	142	Workplace	2706.3905161017356	789.73530244076
210	2019-07-01T07:40:00	141	Workplace	2987.17888922427	552.764674402007
221	2019-07-01T07:40:00	289	Workplace	2240.990165743125	4982.834099260159
240	2019-07-01T07:40:00	366	Workplace	3461.98799303714	4385.758722190481
1	2019-07-01T07:45:00	223	Pub	409.366639029351	4737.119867861318
17	2019-07-01T07:45:00	64	Workplace	104.02853855691293	1571.2829709503274
28	2019-07-01T07:45:00	69	Workplace	-1873.3813601495451	2770.6613660315566
59	2019-07-01T07:45:00	139	Workplace	6872.16923283671	781.8060083649307
154	2019-07-01T07:45:00	372	Workplace	3320.6759413502496	6926.734364138467
211	2019-07-01T07:45:00	456	Restaurant	-4521.189679594014	4847.099060257379
219	2019-07-01T07:45:00	138	Workplace	3152.014128082127	428.6786786994872
223	2019-07-01T07:45:00	456	Restaurant	-4521.189679594014	4847.099060257379
11	2019-07-01T07:50:00	70	Workplace	652.9253786302518	2378.3838733500443
80	2019-07-01T07:50:00	369	Workplace	3474.9190074730177	4674.636789954657
83	2019-07-01T07:50:00	224	Restaurant	72.06290852190406	5235.805434177497
119	2019-07-01T07:50:00	364	Workplace	3344.8084384336535	3921.6518619700746
176	2019-07-01T07:50:00	65	Workplace	3234.4946131479173	2460.023736265258
192	2019-07-01T07:50:00	65	Workplace	3234.4946131479173	2460.023736265258
200	2019-07-01T07:50:00	364	Workplace	3344.8084384336535	3921.6518619700746
222	2019-07-01T07:50:00	456	Restaurant	-4521.189679594014	4847.099060257379
228	2019-07-01T07:50:00	456	Restaurant	-4521.189679594014	4847.099060257379
245	2019-07-01T07:50:00	289	Workplace	2240.990165743125	4982.834099260159
25	2019-07-01T07:55:00	66	Workplace	-96.93858477986946	3130.108948001006
39	2019-07-01T07:55:00	217	Workplace	-1785.0217083456203	4717.662242180149
55	2019-07-01T07:55:00	139	Workplace	6872.16923283671	781.8060083649307
71	2019-07-01T07:55:00	374	Restaurant	3457.9857195275254	4293.203806306731
98	2019-07-01T07:55:00	296	Workplace	3858.1641561258184	3363.2593022513315
101	2019-07-01T07:55:00	455	Pub	-4208.95825391248	5444.842765370748
125	2019-07-01T07:55:00	374	Restaurant	3457.9857195275254	4293.203806306731
191	2019-07-01T07:55:00	369	Workplace	3474.9190074730177	4674.636789954657
193	2019-07-01T07:55:00	366	Workplace	3461.98799303714	4385.758722190481
235	2019-07-01T07:55:00	367	Workplace	2977.953551931476	4338.805148711671
2	2019-07-01T08:00:00	294	Workplace	907.1010653922946	3216.0868137127204
14	2019-07-01T08:00:00	64	Workplace	104.02853855691293	1571.2829709503274
21	2019-07-01T08:00:00	299	Restaurant	944.2472848304708	4411.842413592623
61	2019-07-01T08:00:00	139	Workplace	6872.16923283671	781.8060083649307
81	2019-07-01T08:00:00	146	Workplace	3245.500925804704	22.965015819693278
92	2019-07-01T08:00:00	365	Workplace	3504.0720852022127	4957.934007812
104	2019-07-01T08:00:00	224	Restaurant	72.06290852190406	5235.805434177497
109	2019-07-01T08:00:00	222	Workplace	-1151.1813243627453	5632.5318379441715
111	2019-07-01T08:00:00	216	Workplace	350.6733346221022	4940.407555574247
112	2019-07-01T08:00:00	218	Workplace	-154.00678648230814	5223.2098821148065
124	2019-07-01T08:00:00	291	Workplace	923.3602615110642	4071.67542553997
156	2019-07-01T08:00:00	292	Workplace	1725.3466287541382	2816.582397208959
164	2019-07-01T08:00:00	371	Workplace	2853.486221000999	3910.038774067974
167	2019-07-01T08:00:00	369	Workplace	3474.9190074730177	4674.636789954657
185	2019-07-01T08:00:00	370	Workplace	2622.5915867322346	3852.5671697831785
192	2019-07-01T08:00:00	74	Restaurant	2929.449266074544	2650.1275685260744
197	2019-07-01T08:00:00	142	Workplace	2706.3905161017356	789.73530244076
217	2019-07-01T08:00:00	149	Restaurant	3214.831164254914	1854.2532487275216
224	2019-07-01T08:00:00	451	Workplace	-2180.9912797559446	5064.860973511034
233	2019-07-01T08:00:00	446	Workplace	-3501.1244413017484	6697.573091411503
238	2019-07-01T08:00:00	456	Restaurant	-4521.189679594014	4847.099060257379
3	2019-07-01T08:05:00	70	Workplace	652.9253786302518	2378.3838733500443
19	2019-07-01T08:05:00	145	Workplace	1794.119434405754	360.55986236005026
33	2019-07-01T08:05:00	64	Workplace	104.02853855691293	1571.2829709503274
45	2019-07-01T08:05:00	147	Workplace	3826.3460656223137	727.429201883299
56	2019-07-01T08:05:00	220	Workplace	848.6976868988515	7047.005434212317
65	2019-07-01T08:05:00	149	Restaurant	3214.831164254914	1854.2532487275216
83	2019-07-01T08:05:00	218	Workplace	-154.00678648230814	5223.2098821148065
90	2019-07-01T08:05:00	224	Restaurant	72.06290852190406	5235.805434177497
115	2019-07-01T08:05:00	449	Workplace	-4529.027901264648	4823.0957841501695
121	2019-07-01T08:05:00	289	Workplace	2240.990165743125	4982.834099260159
122	2019-07-01T08:05:00	299	Restaurant	944.2472848304708	4411.842413592623
166	2019-07-01T08:05:00	372	Workplace	3320.6759413502496	6926.734364138467
172	2019-07-01T08:05:00	449	Workplace	-4529.027901264648	4823.0957841501695
191	2019-07-01T08:05:00	374	Restaurant	3457.9857195275254	4293.203806306731
194	2019-07-01T08:05:00	449	Workplace	-4529.027901264648	4823.0957841501695
196	2019-07-01T08:05:00	149	Restaurant	3214.831164254914	1854.2532487275216
200	2019-07-01T08:05:00	374	Restaurant	3457.9857195275254	4293.203806306731
206	2019-07-01T08:05:00	444	Workplace	-4320.689320494152	6176.165022804336
223	2019-07-01T08:05:00	452	Workplace	-4055.1912000460125	5330.30284010785
225	2019-07-01T08:05:00	444	Workplace	-4320.689320494152	6176.165022804336
235	2019-07-01T08:05:00	374	Restaurant	3457.9857195275254	4293.203806306731
236	2019-07-01T08:05:00	444	Workplace	-4320.689320494152	6176.165022804336
5	2019-07-01T08:10:00	63	Workplace	1274.4432611191673	1308.511080482212
41	2019-07-01T08:10:00	149	Restaurant	3214.831164254914	1854.2532487275216
43	2019-07-01T08:10:00	289	Workplace	2240.990165743125	4982.834099260159
66	2019-07-01T08:10:00	141	Workplace	2987.17888922427	552.764674402007
100	2019-07-01T08:10:00	220	Workplace	848.6976868988515	7047.005434212317
102	2019-07-01T08:10:00	221	Workplace	153.14708521561536	6019.994585622258
106	2019-07-01T08:10:00	213	Workplace	-1147.8751445611601	5559.75798697999
110	2019-07-01T08:10:00	213	Workplace	-1147.8751445611601	5559.75798697999
133	2019-07-01T08:10:00	294	Workplace	907.1010653922946	3216.0868137127204
170	2019-07-01T08:10:00	366	Workplace	3461.98799303714	4385.758722190481
184	2019-07-01T08:10:00	224	Restaurant	72.06290852190406	5235.805434177497
188	2019-07-01T08:10:00	366	Workplace	3461.98799303714	4385.758722190481
189	2019-07-01T08:10:00	453	Workplace	-4233.577314579643	7055.809443716849
221	2019-07-01T08:10:00	374	Restaurant	3457.9857195275254	4293.203806306731
6	2019-07-01T08:15:00	69	Workplace	-1873.3813601495451	2770.6613660315566
22	2019-07-01T08:15:00	299	Restaurant	944.2472848304708	4411.842413592623
34	2019-07-01T08:15:00	72	Workplace	3010.690746235836	3046.3441530464324
52	2019-07-01T08:15:00	145	Workplace	1794.119434405754	360.55986236005026
53	2019-07-01T08:15:00	139	Workplace	6872.16923283671	781.8060083649307
54	2019-07-01T08:15:00	445	Workplace	-2566.4975500569103	5716.322248793245
131	2019-07-01T08:15:00	288	Workplace	1408.7501870090312	4724.500364998434
136	2019-07-01T08:15:00	289	Workplace	2240.990165743125	4982.834099260159
143	2019-07-01T08:15:00	297	Workplace	3653.7101235604805	3154.4204722887307
144	2019-07-01T08:15:00	296	Workplace	3858.1641561258184	3363.2593022513315
209	2019-07-01T08:15:00	456	Restaurant	-4521.189679594014	4847.099060257379
231	2019-07-01T08:15:00	456	Restaurant	-4521.189679594014	4847.099060257379
234	2019-07-01T08:15:00	63	Workplace	1274.4432611191673	1308.511080482212
12	2019-07-01T08:20:00	289	Workplace	2240.990165743125	4982.834099260159
94	2019-07-01T08:20:00	222	Workplace	-1151.1813243627453	5632.5318379441715
98	2019-07-01T08:20:00	74	Restaurant	2929.449266074544	2650.1275685260744
108	2019-07-01T08:20:00	217	Workplace	-1785.0217083456203	4717.662242180149
125	2019-07-01T08:20:00	297	Workplace	3653.7101235604805	3154.4204722887307
154	2019-07-01T08:20:00	374	Restaurant	3457.9857195275254	4293.203806306731
179	2019-07-01T08:20:00	453	Workplace	-4233.577314579643	7055.809443716849
204	2019-07-01T08:20:00	143	Workplace	5996.9924459487775	278.4327722443106
208	2019-07-01T08:20:00	456	Restaurant	-4521.189679594014	4847.099060257379
37	2019-07-01T08:25:00	66	Workplace	-96.93858477986946	3130.108948001006
46	2019-07-01T08:25:00	149	Restaurant	3214.831164254914	1854.2532487275216
49	2019-07-01T08:25:00	142	Workplace	2706.3905161017356	789.73530244076
50	2019-07-01T08:25:00	374	Restaurant	3457.9857195275254	4293.203806306731
63	2019-07-01T08:25:00	146	Workplace	3245.500925804704	22.965015819693278
91	2019-07-01T08:25:00	224	Restaurant	72.06290852190406	5235.805434177497
129	2019-07-01T08:25:00	295	Workplace	1385.9094651757312	3610.2675923037073
150	2019-07-01T08:25:00	289	Workplace	2240.990165743125	4982.834099260159
178	2019-07-01T08:25:00	372	Workplace	3320.6759413502496	6926.734364138467
192	2019-07-01T08:25:00	65	Workplace	3234.4946131479173	2460.023736265258
207	2019-07-01T08:25:00	452	Workplace	-4055.1912000460125	5330.30284010785
226	2019-07-01T08:25:00	297	Workplace	3653.7101235604805	3154.4204722887307
230	2019-07-01T08:25:00	450	Workplace	-2313.3087581926916	6241.343753681172
232	2019-07-01T08:25:00	447	Workplace	-2456.3517989168395	6241.343753681172
242	2019-07-01T08:25:00	144	Workplace	1334.9436503338388	-179.3545329413078
4	2019-07-01T08:30:00	370	Workplace	2622.5915867322346	3852.5671697831785
20	2019-07-01T08:30:00	67	Workplace	-704.6131525970096	2749.535586348292
23	2019-07-01T08:30:00	72	Workplace	3010.690746235836	3046.3441530464324
29	2019-07-01T08:30:00	220	Workplace	848.6976868988515	7047.005434212317
30	2019-07-01T08:30:00	448	Workplace	-4266.321302304906	5881.428123705935
31	2019-07-01T08:30:00	367	Workplace	2977.953551931476	4338.805148711671
71	2019-07-01T08:30:00	371	Workplace	2853.486221000999	3910.038774067974
84	2019-07-01T08:30:00	218	Workplace	-154.00678648230814	5223.2098821148065
87	2019-07-01T08:30:00	220	Workplace	848.6976868988515	7047.005434212317
114	2019-07-01T08:30:00	217	Workplace	-1785.0217083456203	4717.662242180149
118	2019-07-01T08:30:00	224	Restaurant	72.06290852190406	5235.805434177497
141	2019-07-01T08:30:00	291	Workplace	923.3602615110642	4071.67542553997
142	2019-07-01T08:30:00	453	Workplace	-4233.577314579643	7055.809443716849
161	2019-07-01T08:30:00	299	Restaurant	944.2472848304708	4411.842413592623
182	2019-07-01T08:30:00	363	Workplace	3453.9102899939753	4727.942052047295
191	2019-07-01T08:30:00	369	Workplace	3474.9190074730177	4674.636789954657
198	2019-07-01T08:30:00	363	Workplace	3453.9102899939753	4727.942052047295
200	2019-07-01T08:30:00	364	Workplace	3344.8084384336535	3921.6518619700746
213	2019-07-01T08:30:00	139	Workplace	6872.16923283671	781.8060083649307
216	2019-07-01T08:30:00	140	Workplace	6991.304228680157	-540.2139129134823
218	2019-07-01T08:30:00	450	Workplace	-2313.3087581926916	6241.343753681172
222	2019-07-01T08:30:00	0	Apartment	-4405.168085019911	5917.124857250893
228	2019-07-01T08:30:00	0	Apartment	-4802.7865384640645	5497.625726853466
235	2019-07-01T08:30:00	367	Workplace	2977.953551931476	4338.805148711671
247	2019-07-01T08:30:00	444	Workplace	-4320.689320494152	6176.165022804336
16	2019-07-01T08:35:00	71	Workplace	1050.1951010069088	1101.1842482246716
36	2019-07-01T08:35:00	216	Workplace	350.6733346221022	4940.407555574247
57	2019-07-01T08:35:00	146	Workplace	3245.500925804704	22.965015819693278
104	2019-07-01T08:35:00	220	Workplace	848.6976868988515	7047.005434212317
123	2019-07-01T08:35:00	295	Workplace	1385.9094651757312	3610.2675923037073
134	2019-07-01T08:35:00	299	Restaurant	944.2472848304708	4411.842413592623
138	2019-07-01T08:35:00	288	Workplace	1408.7501870090312	4724.500364998434
149	2019-07-01T08:35:00	374	Restaurant	3457.9857195275254	4293.203806306731
177	2019-07-01T08:35:00	374	Restaurant	3457.9857195275254	4293.203806306731
181	2019-07-01T08:35:00	368	Workplace	1871.196935188777	8418.74510266118
215	2019-07-01T08:35:00	456	Restaurant	-4521.189679594014	4847.099060257379
243	2019-07-01T08:35:00	447	Workplace	-2456.3517989168395	6241.343753681172
15	2019-07-01T08:40:00	296	Workplace	3858.1641561258184	3363.2593022513315
43	2019-07-01T08:40:00	374	Restaurant	3457.9857195275254	4293.203806306731
64	2019-07-01T08:40:00	146	Workplace	3245.500925804704	22.965015819693278
110	2019-07-01T08:40:00	224	Restaurant	72.06290852190406	5235.805434177497
126	2019-07-01T08:40:00	295	Workplace	1385.9094651757312	3610.2675923037073
132	2019-07-01T08:40:00	297	Workplace	3653.7101235604805	3154.4204722887307
147	2019-07-01T08:40:00	74	Restaurant	2929.449266074544	2650.1275685260744
151	2019-07-01T08:40:00	213	Workplace	-1147.8751445611601	5559.75798697999
155	2019-07-01T08:40:00	449	Workplace	-4529.027901264648	4823.0957841501695
160	2019-07-01T08:40:00	68	Workplace	39.55590975667088	1591.3761265649605
211	2019-07-01T08:40:00	445	Workplace	-2566.4975500569103	5716.322248793245
238	2019-07-01T08:40:00	0	Apartment	-4222.291573426694	6388.268168051105
249	2019-07-01T08:40:00	367	Workplace	2977.953551931476	4338.805148711671
26	2019-07-01T08:45:00	449	Workplace	-4529.027901264648	4823.0957841501695
62	2019-07-01T08:45:00	146	Workplace	3245.500925804704	22.965015819693278
65	2019-07-01T08:45:00	145	Workplace	1794.119434405754	360.55986236005026
86	2019-07-01T08:45:00	454	Workplace	-2544.245926176899	5698.897385536011
90	2019-07-01T08:45:00	213	Workplace	-1147.8751445611601	5559.75798697999
100	2019-07-01T08:45:00	224	Restaurant	72.06290852190406	5235.805434177497
103	2019-07-01T08:45:00	219	Workplace	-1031.627439391676	6538.113836495112
113	2019-07-01T08:45:00	222	Workplace	-1151.1813243627453	5632.5318379441715
117	2019-07-01T08:45:00	217	Workplace	-1785.0217083456203	4717.662242180149
122	2019-07-01T08:45:00	294	Workplace	907.1010653922946	3216.0868137127204
139	2019-07-01T08:45:00	368	Workplace	1871.196935188777	8418.74510266118
163	2019-07-01T08:45:00	454	Workplace	-2544.245926176899	5698.897385536011
174	2019-07-01T08:45:00	370	Workplace	2622.5915867322346	3852.5671697831785
177	2019-07-01T08:45:00	366	Workplace	3461.98799303714	4385.758722190481
180	2019-07-01T08:45:00	452	Workplace	-4055.1912000460125	5330.30284010785
182	2019-07-01T08:45:00	374	Restaurant	3457.9857195275254	4293.203806306731
196	2019-07-01T08:45:00	142	Workplace	2706.3905161017356	789.73530244076
199	2019-07-01T08:45:00	450	Workplace	-2313.3087581926916	6241.343753681172
212	2019-07-01T08:45:00	446	Workplace	-3501.1244413017484	6697.573091411503
241	2019-07-01T08:45:00	451	Workplace	-2180.9912797559446	5064.860973511034
246	2019-07-01T08:45:00	444	Workplace	-4320.689320494152	6176.165022804336
8	2019-07-01T08:50:00	224	Restaurant	72.06290852190406	5235.805434177497
21	2019-07-01T08:50:00	66	Workplace	-96.93858477986944	3130.108948001006
41	2019-07-01T08:50:00	142	Workplace	2706.3905161017356	789.73530244076
46	2019-07-01T08:50:00	142	Workplace	2706.3905161017356	789.73530244076
95	2019-07-01T08:50:00	215	Workplace	-1688.8646917443466	4920.478855514906
96	2019-07-01T08:50:00	365	Workplace	3504.0720852022127	4957.934007812
99	2019-07-01T08:50:00	216	Workplace	350.6733346221022	4940.407555574247
152	2019-07-01T08:50:00	368	Workplace	1871.196935188777	8418.74510266118
153	2019-07-01T08:50:00	293	Workplace	1630.329520675722	2903.2114559395495
166	2019-07-01T08:50:00	374	Restaurant	3457.9857195275254	4293.203806306731
173	2019-07-01T08:50:00	446	Workplace	-3501.1244413017484	6697.573091411503
187	2019-07-01T08:50:00	364	Workplace	3344.8084384336535	3921.6518619700746
189	2019-07-01T08:50:00	456	Restaurant	-4521.189679594014	4847.099060257379
11	2019-07-01T08:55:00	299	Restaurant	944.2472848304708	4411.842413592623
40	2019-07-01T08:55:00	141	Workplace	2987.17888922427	552.764674402007
44	2019-07-01T08:55:00	139	Workplace	6872.16923283671	781.8060083649307
48	2019-07-01T08:55:00	133	Apartment	8009.9105832207115	-647.7603871065596
51	2019-07-01T08:55:00	143	Workplace	5996.9924459487775	278.4327722443106
54	2019-07-01T08:55:00	456	Restaurant	-4521.189679594014	4847.099060257379
60	2019-07-01T08:55:00	221	Workplace	153.14708521561536	6019.994585622258
116	2019-07-01T08:55:00	454	Workplace	-2544.245926176899	5698.897385536011
197	2019-07-01T08:55:00	149	Restaurant	3214.831164254914	1854.2532487275216
203	2019-07-01T08:55:00	367	Workplace	2977.953551931476	4338.805148711671
208	2019-07-01T08:55:00	453	Workplace	-4233.577314579643	7055.809443716849
215	2019-07-01T08:55:00	452	Workplace	-4055.1912000460125	5330.30284010785
221	2019-07-01T08:55:00	289	Workplace	2240.990165743125	4982.834099260159
244	2019-07-01T08:55:00	456	Restaurant	-4521.189679594014	4847.099060257379
7	2019-07-01T09:00:00	67	Workplace	-704.6131525970096	2749.535586348292
32	2019-07-01T09:00:00	371	Workplace	2853.486221000999	3910.038774067974
38	2019-07-01T09:00:00	288	Workplace	1408.7501870090312	4724.500364998434
47	2019-07-01T09:00:00	144	Workplace	1334.9436503338388	-179.3545329413078
50	2019-07-01T09:00:00	370	Workplace	2622.5915867322346	3852.5671697831785
68	2019-07-01T09:00:00	142	Workplace	2706.3905161017356	789.73530244076
72	2019-07-01T09:00:00	147	Workplace	3826.3460656223137	727.429201883299
76	2019-07-01T09:00:00	149	Restaurant	3214.831164254914	1854.2532487275216
98	2019-07-01T09:00:00	296	Workplace	3858.1641561258184	3363.2593022513315
105	2019-07-01T09:00:00	216	Workplace	350.6733346221022	4940.407555574247
147	2019-07-01T09:00:00	297	Workplace	3653.7101235604805	3154.4204722887307
162	2019-07-01T09:00:00	74	Restaurant	2929.449266074544	2650.1275685260744
183	2019-07-01T09:00:00	374	Restaurant	3457.9857195275254	4293.203806306731
184	2019-07-01T09:00:00	219	Workplace	-1031.627439391676	6538.113836495112
234	2019-07-01T09:00:00	149	Restaurant	3214.831164254914	1854.2532487275216
22	2019-07-01T09:05:00	63	Workplace	1274.4432611191673	1308.511080482212
91	2019-07-01T09:05:00	222	Workplace	-1151.1813243627453	5632.5318379441715
96	2019-07-01T09:05:00	374	Restaurant	3457.9857195275254	4293.203806306731
142	2019-07-01T09:05:00	456	Restaurant	-4521.189679594014	4847.099060257379
161	2019-07-01T09:05:00	295	Workplace	1385.9094651757312	3610.2675923037073
209	2019-07-01T09:05:00	447	Workplace	-2456.3517989168395	6241.343753681172
217	2019-07-01T09:05:00	144	Workplace	1334.9436503338388	-179.3545329413078
231	2019-07-01T09:05:00	446	Workplace	-3501.1244413017484	6697.573091411503
42	2019-07-01T09:10:00	374	Restaurant	3457.9857195275254	4293.203806306731
114	2019-07-01T09:10:00	224	Restaurant	72.06290852190406	5235.805434177497
118	2019-07-01T09:10:00	222	Workplace	-1151.1813243627453	5632.5318379441715
134	2019-07-01T09:10:00	295	Workplace	1385.9094651757312	3610.2675923037073
151	2019-07-01T09:10:00	224	Restaurant	72.06290852190406	5235.805434177497
154	2019-07-01T09:10:00	372	Workplace	3320.6759413502496	6926.734364138467
48	2019-07-01T09:15:00	148	Pub	6925.053654877389	-627.6941716386941
52	2019-07-01T09:15:00	149	Restaurant	3214.831164254914	1854.2532487275216
182	2019-07-01T09:15:00	363	Workplace	3453.9102899939753	4727.942052047295
237	2019-07-01T09:15:00	224	Restaurant	72.06290852190406	5235.805434177497
40	2019-07-01T09:20:00	149	Restaurant	3214.831164254914	1854.2532487275216
75	2019-07-01T09:20:00	149	Restaurant	3214.831164254914	1854.2532487275216
110	2019-07-01T09:20:00	213	Workplace	-1147.8751445611601	5559.75798697999
214	2019-07-01T09:20:00	141	Workplace	2987.17888922427	552.764674402007
43	2019-07-01T09:25:00	289	Workplace	2240.990165743125	4982.834099260159
123	2019-07-01T09:30:00	299	Restaurant	944.2472848304708	4411.842413592623
42	2019-07-01T09:35:00	367	Workplace	2977.953551931476	4338.805148711671
70	2019-07-01T09:35:00	78	Apartment	2423.7845840819273	-68.5742299100443
96	2019-07-01T09:35:00	365	Workplace	3504.0720852022127	4957.934007812
100	2019-07-01T09:35:00	220	Workplace	848.6976868988515	7047.005434212317
107	2019-07-01T09:35:00	224	Restaurant	72.06290852190406	5235.805434177497
116	2019-07-01T09:35:00	456	Restaurant	-4521.189679594014	4847.099060257379
183	2019-07-01T09:35:00	372	Workplace	3320.6759413502496	6926.734364138467
197	2019-07-01T09:35:00	142	Workplace	2706.3905161017356	789.73530244076
204	2019-07-01T09:35:00	149	Restaurant	3214.831164254914	1854.2532487275216
212	2019-07-01T09:35:00	456	Restaurant	-4521.189679594014	4847.099060257379
244	2019-07-01T09:35:00	444	Workplace	-4320.689320494152	6176.165022804336
62	2019-07-01T09:40:00	149	Restaurant	3214.831164254914	1854.2532487275216
145	2019-07-01T09:40:00	374	Restaurant	3457.9857195275254	4293.203806306731
162	2019-07-01T09:40:00	296	Workplace	3858.1641561258184	3363.2593022513315
166	2019-07-01T09:40:00	372	Workplace	3320.6759413502496	6926.734364138467
189	2019-07-01T09:40:00	453	Workplace	-4233.577314579643	7055.809443716849
8	2019-07-01T09:45:00	217	Workplace	-1785.0217083456203	4717.662242180149
11	2019-07-01T09:45:00	70	Workplace	652.9253786302518	2378.3838733500443
23	2019-07-01T09:45:00	74	Restaurant	2929.449266074544	2650.1275685260744
93	2019-07-01T09:45:00	224	Restaurant	72.06290852190406	5235.805434177497
218	2019-07-01T09:45:00	456	Restaurant	-4521.189679594014	4847.099060257379
4	2019-07-01T09:50:00	374	Restaurant	3457.9857195275254	4293.203806306731
13	2019-07-01T09:50:00	299	Restaurant	944.2472848304708	4411.842413592623
31	2019-07-01T09:50:00	374	Restaurant	3457.9857195275254	4293.203806306731
54	2019-07-01T09:50:00	445	Workplace	-2566.4975500569103	5716.322248793245
151	2019-07-01T09:50:00	213	Workplace	-1147.8751445611601	5559.75798697999
199	2019-07-01T09:50:00	456	Restaurant	-4521.189679594014	4847.099060257379
216	2019-07-01T09:50:00	149	Restaurant	3214.831164254914	1854.2532487275216
239	2019-07-01T09:50:00	456	Restaurant	-4521.189679594014	4847.099060257379
142	2019-07-01T09:55:00	453	Workplace	-4233.577314579643	7055.809443716849
227	2019-07-01T09:55:00	456	Restaurant	-4521.189679594014	4847.099060257379
234	2019-07-01T09:55:00	63	Workplace	1274.4432611191673	1308.511080482212
40	2019-07-01T10:00:00	141	Workplace	2987.17888922427	552.764674402007
149	2019-07-01T10:00:00	368	Workplace	1871.196935188777	8418.74510266118
167	2019-07-01T10:00:00	374	Restaurant	3457.9857195275254	4293.203806306731
107	2019-07-01T10:05:00	216	Workplace	350.6733346221022	4940.407555574247
114	2019-07-01T10:05:00	217	Workplace	-1785.0217083456203	4717.662242180149
123	2019-07-01T10:05:00	295	Workplace	1385.9094651757312	3610.2675923037073
23	2019-07-01T10:10:00	72	Workplace	3010.690746235836	3046.3441530464324
52	2019-07-01T10:10:00	145	Workplace	1794.119434405754	360.55986236005026
66	2019-07-01T10:10:00	149	Restaurant	3214.831164254914	1854.2532487275216
237	2019-07-01T10:10:00	0	Apartment	-2299.2303788068666	5126.271879162168
31	2019-07-01T10:15:00	367	Workplace	2977.953551931476	4338.805148711671
75	2019-07-01T10:15:00	145	Workplace	1794.119434405754	360.55986236005026
219	2019-07-01T10:15:00	149	Restaurant	3214.831164254914	1854.2532487275216
38	2019-07-01T10:20:00	299	Restaurant	944.2472848304708	4411.842413592623
47	2019-07-01T10:20:00	149	Restaurant	3214.831164254914	1854.2532487275216
62	2019-07-01T10:20:00	146	Workplace	3245.500925804704	22.965015819693278
4	2019-07-01T10:25:00	370	Workplace	2622.5915867322346	3852.5671697831785
